,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 15 AOÛT 2022,30,TIRAGE «MONDAY SPECIAL» N°842,60,37,85,77
1,LUNDI 15 AOÛT 2022,24,TIRAGE «AKWABA» NUMEROS MACHINE N°189,36,58,29,04
2,LUNDI 15 AOÛT 2022,70,TIRAGE «AKWABA» N°189,64,71,34,01
3,LUNDI 15 AOÛT 2022,02,TIRAGE «ETOILE» NUMEROS MACHINE N°328,76,38,36,31
4,LUNDI 15 AOÛT 2022,07,TIRAGE «ETOILE» N°328,66,65,77,28
5,LUNDI 15 AOÛT 2022,84,TIRAGE «REVEIL» NUMEROS MACHINE N°208,48,68,11,33
6,LUNDI 15 AOÛT 2022,87,TIRAGE «REVEIL» N°208,12,82,09,15
7,DIMANCHE 14 AOÛT 2022,06,TIRAGE «AWALE» NUMEROS MACHINE N°188,54,26,15,89
8,DIMANCHE 14 AOÛT 2022,90,TIRAGE «AWALE» N°188,30,83,01,19
9,DIMANCHE 14 AOÛT 2022,63,TIRAGE «PRESTIGE» NUMEROS MACHINE N°256,90,54,26,70
10,DIMANCHE 14 AOÛT 2022,72,TIRAGE «PRESTIGE» N°256,34,80,87,38
11,DIMANCHE 14 AOÛT 2022,32,TIRAGE «BENEDICTION» NUMEROS MACHINE N°208,47,25,89,75
