,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 26 JUIN 2022,02,TIRAGE «BENEDICTION» N°201,08,19,05,14
1,DIMANCHE 26 JUIN 2022,73,TIRAGE «BENEDICTION» NUMEROS MACHINE N°201,79,75,89,52
2,SAMEDI 25 JUIN 2022,51,TIRAGE « MOAYE » N°181,90,38,66,41
3,SAMEDI 25 JUIN 2022,20,TIRAGE « MOAYE » NUMEROS MACHINE N°181,10,27,40,36
4,SAMEDI 25 JUIN 2022,24,TIRAGE « DIAMANT» N°730,13,72,26,76
5,SAMEDI 25 JUIN 2022,62,TIRAGE « DIAMANT» NUMEROS MACHINE N°730,55,57,80,17
6,SAMEDI 25 JUIN 2022,46,TIRAGE « SOUTRA» N°201,10,17,85,19
7,SAMEDI 25 JUIN 2022,68,TIRAGE « SOUTRA» NUMEROS MACHINE N°201,33,82,34,22
8,SAMEDI 25 JUIN 2022,79,TIRAGE «SATURDAY NATIONAL » N°3114,13,29,35,52
9,VENDREDI 24 JUIN 2022,74,TIRAGE « WARI » NUMEROS MACHINE N°181,88,50,05,66
10,VENDREDI 24 JUIN 2022,33,TIRAGE « FRIDAY BONANZA» N° 742,03,35,01,61
11,VENDREDI 24 JUIN 2022,32,TIRAGE « SOLUTION » NUMEROS MACHINE N°321,11,38,22,54
