,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 11 AOÛT 2022,48,TIRAGE «PRIVILEGE» N°328,88,12,30,08
1,JEUDI 11 AOÛT 2022,33,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°328,21,35,37,86
2,JEUDI 11 AOÛT 2022,77,TIRAGE «KADO» N°206,83,79,85,46
3,JEUDI 11 AOÛT 2022,74,TIRAGE «KADO» NUMEROS MACHINE N°206,13,41,38,26
4,MERCREDI 10 AOÛT 2022,33,TIRAGE «BARAKA» N°188,78,51,48,22
5,MERCREDI 10 AOÛT 2022,08,TIRAGE «BARAKA» NUMEROS MACHINE N°188,67,64,35,13
6,MERCREDI 10 AOÛT 2022,45,TIRAGE «FORTUNE» N°736,06,51,87,64
7,MERCREDI 10 AOÛT 2022,09,TIRAGE «FORTUNE» NUMEROS MACHINE N°736,58,75,34,71
8,MERCREDI 10 AOÛT 2022,76,TIRAGE «PREMIERE HEURE» N°207,65,81,63,54
9,MERCREDI 10 AOÛT 2022,77,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°207,31,11,29,42
10,MERCREDI 10 AOÛT 2022,08,TIRAGE « LUCKY TUESDAY » N°777,15,41,67,11
11,MARDI 9 AOÛT 2022,49,TIRAGE «SIKA» NUMEROS MACHINE N°188,55,39,61,81
