,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MERCREDI 1 JUIN 2022,18,TIRAGE «BARAKA» N°178,63,50,69,40
1,MERCREDI 1 JUIN 2022,70,TIRAGE «BARAKA» NUMEROS MACHINE N°178,21,11,59,02
2,MERCREDI 1 JUIN 2022,62,TIRAGE «FORTUNE» N°726,17,10,36,30
3,MERCREDI 1 JUIN 2022,08,TIRAGE «FORTUNE» NUMEROS MACHINE N°726,78,74,19,88
4,MERCREDI 1 JUIN 2022,13,TIRAGE «PREMIERE HEURE» N°197,03,17,22,28
5,MERCREDI 1 JUIN 2022,64,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°197,84,81,83,08
6,MERCREDI 1 JUIN 2022,86,DU TIRAGE « MID WEEK » N°965,44,26,71,45
7,MARDI 31 MAI 2022,23,TIRAGE «SIKA» NUMEROS MACHINE N°178,78,49,31,20
8,MARDI 31 MAI 2022,32,TIRAGE «SIKA» N°178,75,34,28,01
9,MARDI 31 MAI 2022,86,TIRAGE « EMERGENCE » NUMEROS MACHINE N°318,89,35,64,88
10,MARDI 31 MAI 2022,83,TIRAGE « EMERGENCE » N°318,69,68,87,21
11,MARDI 31 MAI 2022,89,TIRAGE « LA MATINALE » NUMEROS MACHINE N°197,43,75,07,51
