,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 11 DÉCEMBRE 2022,89,TIRAGE «AWALE» N°205,23,12,17,09
1,LUNDI 12 DÉCEMBRE 2022,51,TIRAGE «ESPOIR» NUMEROS MACHINE N°242,06,84,59,90
2,DIMANCHE 11 DÉCEMBRE 2022,90,TIRAGE «PRESTIGE» N°273,50,35,43,39
3,DIMANCHE 11 DÉCEMBRE 2022,10,TIRAGE «AWALE» NUMEROS MACHINE N°205,02,59,76,52
4,DIMANCHE 11 DÉCEMBRE 2022,02,TIRAGE «BENEDICTION» N°225,04,56,01,66
5,DIMANCHE 11 DÉCEMBRE 2022,13,TIRAGE «PRESTIGE» NUMEROS MACHINE N°273,34,76,49,09
6,DIMANCHE 11 DÉCEMBRE 2022,74,TIRAGE «ESPOIR» N°242,33,52,14,67
7,DIMANCHE 11 DÉCEMBRE 2022,59,TIRAGE «BENEDICTION» NUMEROS MACHINE N°225,23,46,30,07
8,SAMEDI 10 DÉCEMBRE 2022,78,TIRAGE « MOAYE » N°205,65,38,83,48
9,SAMEDI 10 DÉCEMBRE 2022,29,TIRAGE « MOAYE » NUMEROS MACHINE N°205,42,80,84,87
10,SAMEDI 10 DÉCEMBRE 2022,73,TIRAGE « DIAMANT» N°754,12,70,37,82
11,SAMEDI 10 DÉCEMBRE 2022,75,TIRAGE « DIAMANT» NUMEROS MACHINE N°754,58,34,71,78
