,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 22 MAI 2022,82,TIRAGE «AWALE» N°176,68,88,54,22
1,DIMANCHE 22 MAI 2022,26,TIRAGE «AWALE» NUMEROS MACHINE N°176,80,20,87,78
2,DIMANCHE 22 MAI 2022,07,TIRAGE «PRESTIGE» N°244,19,13,03,08
3,DIMANCHE 22 MAI 2022,25,TIRAGE «PRESTIGE» NUMEROS MACHINE N°244,28,89,10,31
4,DIMANCHE 22 MAI 2022,55,TIRAGE «BENEDICTION» N°196,37,43,54,78
5,DIMANCHE 22 MAI 2022,81,TIRAGE «BENEDICTION» NUMEROS MACHINE N°196,84,16,20,28
6,SAMEDI 21 MAI 2022,21,TIRAGE «SATURDAY NATIONAL » N°3109,46,12,28,76
7,SAMEDI 21 MAI 2022,43,TIRAGE « MOAYE » NUMEROS MACHINE N°176,37,76,81,08
8,SAMEDI 21 MAI 2022,42,TIRAGE « MOAYE » N°176,23,01,18,80
9,SAMEDI 21 MAI 2022,71,TIRAGE « DIAMANT» NUMEROS MACHINE N°725,30,85,86,47
10,SAMEDI 21 MAI 2022,27,TIRAGE « DIAMANT» N°725,51,38,70,28
11,SAMEDI 21 MAI 2022,21,TIRAGE « SOUTRA» NUMEROS MACHINE N°196,17,62,61,86
