,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 20 FÉVRIER 2022,51,TIRAGE «PRESTIGE» N°231,83,22,70,26
1,DIMANCHE 20 FÉVRIER 2022,04,TIRAGE «PRESTIGE» NUMEROS MACHINE N°231,89,38,07,24
2,DIMANCHE 20 FÉVRIER 2022,65,TIRAGE «BENEDICTION» N°183,07,89,01,59
3,DIMANCHE 20 FÉVRIER 2022,62,TIRAGE «BENEDICTION» NUMEROS MACHINE N°183,55,45,28,84
4,SAMEDI 19 FÉVRIER 2022,03,TIRAGE « MOAYE » N°163,04,57,60,51
5,SAMEDI 19 FÉVRIER 2022,16,TIRAGE « MOAYE » NUMEROS MACHINE N°163,02,41,80,31
6,SAMEDI 19 FÉVRIER 2022,43,TIRAGE « DIAMANT» N°712,06,32,46,03
7,SAMEDI 19 FÉVRIER 2022,31,TIRAGE « DIAMANT» NUMEROS MACHINE N°712,90,18,84,08
8,SAMEDI 19 FÉVRIER 2022,22,TIRAGE « SOUTRA» N°183,47,20,34,12
9,SAMEDI 19 FÉVRIER 2022,54,TIRAGE « SOUTRA» NUMEROS MACHINE N°183,82,60,04,71
10,VENDREDI 18 FÉVRIER 2022,37,TIRAGE « FRIDAY BONANZA» N° 725,38,72,04,61
11,VENDREDI 18 FÉVRIER 2022,24,TIRAGE « WARI » NUMEROS MACHINE N°163,42,09,81,76
