,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MERCREDI 30 MARS 2022,32,TIRAGE «BARAKA» N°169,69,40,45,78
1,MERCREDI 30 MARS 2022,50,TIRAGE «BARAKA» NUMEROS MACHINE N°169,73,56,62,28
2,MERCREDI 30 MARS 2022,77,TIRAGE «FORTUNE» N°717,42,88,12,13
3,MERCREDI 30 MARS 2022,04,TIRAGE «FORTUNE» NUMEROS MACHINE N°717,62,07,19,53
4,MERCREDI 30 MARS 2022,86,TIRAGE «PREMIERE HEURE» N°188,51,71,36,78
5,MERCREDI 30 MARS 2022,65,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°188,73,45,85,21
6,MARDI 29 MARS 2022,34,TIRAGE «SIKA» N°169,72,83,23,76
7,MARDI 29 MARS 2022,58,TIRAGE «SIKA» NUMEROS MACHINE N°169,52,05,11,82
8,MARDI 29 MARS 2022,21,TIRAGE « EMERGENCE » N°309,82,54,88,25
9,MARDI 29 MARS 2022,38,TIRAGE « EMERGENCE » NUMEROS MACHINE N°309,48,30,49,67
10,MARDI 29 MARS 2022,71,TIRAGE « LA MATINALE » N°188,08,73,51,27
11,MARDI 29 MARS 2022,10,TIRAGE « LA MATINALE » NUMEROS MACHINE N°188,88,78,29,79
