,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 4 FÉVRIER 2022,67,TIRAGE « SOLUTION » N°301,63,58,31,19
1,VENDREDI 4 FÉVRIER 2022,33,TIRAGE « SOLUTION » NUMEROS MACHINE N°301,18,27,04,22
2,VENDREDI 4 FÉVRIER 2022,05,TIRAGE «CASH» N°181,87,27,88,31
3,VENDREDI 4 FÉVRIER 2022,16,TIRAGE «CASH» NUMEROS MACHINE N°181,33,46,09,22
4,JEUDI 3 FÉVRIER 2022,29,TIRAGE «MONNI» N°161,14,33,25,81
5,JEUDI 3 FÉVRIER 2022,84,TIRAGE «MONNI» NUMEROS MACHINE N°161,90,37,08,63
6,JEUDI 3 FÉVRIER 2022,25,TIRAGE «PRIVILEGE» N°301,57,02,49,50
7,JEUDI 3 FÉVRIER 2022,10,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°301,43,29,15,88
8,JEUDI 3 FÉVRIER 2022,49,TIRAGE «KADO» N°179,62,07,87,03
9,JEUDI 3 FÉVRIER 2022,89,TIRAGE «KADO» NUMEROS MACHINE N°179,90,57,67,41
10,MERCREDI 2 FÉVRIER 2022,66,« MID WEEK » N°948,22,07,54,44
11,MERCREDI 2 FÉVRIER 2022,54,TIRAGE «BARAKA» N°161,59,22,72,21
