,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 29 MARS 2022,71,TIRAGE « LA MATINALE » N°188,08,73,51,27
1,MARDI 29 MARS 2022,10,TIRAGE « LA MATINALE » NUMEROS MACHINE N°188,88,78,29,79
2,LUNDI 28 MARS 2022,18,TIRAGE «MONDAY SPECIAL» N°825,48,82,83,78
3,MARDI 29 MARS 2022,10,TIRAGE « LA MATINALE » NUMEROS MACHINE N°188,88,78,29,79
4,LUNDI 28 MARS 2022,45,TIRAGE «AKWABA» N°169,30,50,47,26
5,LUNDI 28 MARS 2022,52,TIRAGE «AKWABA» NUMEROS MACHINE N°169,15,12,36,18
6,LUNDI 28 MARS 2022,14,TIRAGE «ETOILE» N°308,78,39,10,82
7,LUNDI 28 MARS 2022,28,TIRAGE «ETOILE» NUMEROS MACHINE N°308,79,55,37,66
8,LUNDI 28 MARS 2022,71,TIRAGE «REVEIL» N°188,73,02,64,21
9,LUNDI 28 MARS 2022,16,TIRAGE «REVEIL» NUMEROS MACHINE N°188,49,72,59,61
10,DIMANCHE 27 MARS 2022,57,TIRAGE «ESPOIR» N°205,26,23,72,05
11,DIMANCHE 27 MARS 2022,75,TIRAGE «ESPOIR» NUMEROS MACHINE N°205,88,76,80,09
