,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 31 OCTOBRE 2022,83,TIRAGE «AKWABA» N°200,61,17,28,57
1,LUNDI 31 OCTOBRE 2022,23,TIRAGE «AKWABA» NUMEROS MACHINE N°200,43,75,15,12
2,LUNDI 31 OCTOBRE 2022,50,TIRAGE «REVEIL» N°219,03,04,65,45
3,LUNDI 31 OCTOBRE 2022,40,TIRAGE «REVEIL» NUMEROS MACHINE N°219,02,71,79,11
4,LUNDI 31 OCTOBRE 2022,50,TIRAGE «REVEIL» N°219,03,04,65,45
5,DIMANCHE 30 OCTOBRE 2022,09,TIRAGE «ESPOIR» NUMEROS MACHINE N°236,62,26,49,38
6,DIMANCHE 30 OCTOBRE 2022,56,TIRAGE «ESPOIR» N°236,61,23,12,60
7,DIMANCHE 30 OCTOBRE 2022,48,TIRAGE «AWALE» NUMEROS MACHINE N°199,40,75,47,30
8,DIMANCHE 30 OCTOBRE 2022,43,TIRAGE «AWALE» N°199,09,86,76,45
9,DIMANCHE 30 OCTOBRE 2022,46,TIRAGE «PRESTIGE» NUMEROS MACHINE N°267,50,80,75,78
10,DIMANCHE 30 OCTOBRE 2022,70,TIRAGE «PRESTIGE» N°267,35,47,88,56
11,DIMANCHE 30 OCTOBRE 2022,44,TIRAGE «BENEDICTION» NUMEROS MACHINE N°219,21,42,22,77
