,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 5 JUIN 2022,44,TIRAGE «AWALE» N°178,50,45,69,46
1,DIMANCHE 5 JUIN 2022,63,TIRAGE «AWALE» NUMEROS MACHINE N°178,19,85,11,67
2,DIMANCHE 5 JUIN 2022,88,TIRAGE «PRESTIGE» N°246,35,64,29,86
3,DIMANCHE 5 JUIN 2022,04,TIRAGE «PRESTIGE» NUMEROS MACHINE N°246,13,87,72,82
4,DIMANCHE 5 JUIN 2022,47,TIRAGE «BENEDICTION» N°198,37,22,54,35
5,DIMANCHE 5 JUIN 2022,75,TIRAGE «BENEDICTION» NUMEROS MACHINE N°198,78,21,43,23
6,SAMEDI 4 JUIN 2022,86,TIRAGE «SATURDAY NATIONAL » N°3111,28,85,02,56
7,SAMEDI 4 JUIN 2022,83,TIRAGE « MOAYE » NUMEROS MACHINE N°178,90,76,06,18
8,SAMEDI 4 JUIN 2022,11,TIRAGE « MOAYE » N°178,24,82,88,15
9,SAMEDI 4 JUIN 2022,90,TIRAGE « DIAMANT» NUMEROS MACHINE N°727,68,79,03,55
10,SAMEDI 4 JUIN 2022,54,TIRAGE « DIAMANT» N°727,61,40,27,56
11,SAMEDI 4 JUIN 2022,67,TIRAGE « SOUTRA» NUMEROS MACHINE N°198,82,88,10,56
