,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,SAMEDI 4 JUIN 2022,54,TIRAGE « DIAMANT» N°727,61,40,27,56
1,SAMEDI 4 JUIN 2022,90,TIRAGE « DIAMANT» NUMEROS MACHINE N°727,68,79,03,55
2,SAMEDI 4 JUIN 2022,73,TIRAGE « SOUTRA» N°198,45,28,60,03
3,SAMEDI 4 JUIN 2022,67,TIRAGE « SOUTRA» NUMEROS MACHINE N°198,82,88,10,56
4,VENDREDI 3 JUIN 2022,90,TIRAGE « FRIDAY BONANZA» N° 739,70,38,18,11
5,VENDREDI 3 JUIN 2022,71,TIRAGE « WARI » NUMEROS MACHINE N°178,37,34,46,73
6,VENDREDI 3 JUIN 2022,68,TIRAGE « WARI » N°178,48,66,41,40
7,VENDREDI 3 JUIN 2022,46,TIRAGE « SOLUTION » NUMEROS MACHINE N°318,16,76,35,68
8,VENDREDI 3 JUIN 2022,17,TIRAGE « SOLUTION » N°318,08,43,05,73
9,VENDREDI 3 JUIN 2022,54,TIRAGE «CASH» NUMEROS MACHINE N°198,49,11,82,02
10,VENDREDI 3 JUIN 2022,65,TIRAGE «CASH» N°198,05,36,12,07
11,JEUDI 2 JUIN 2022,59,TIRAGE «MONNI» NUMEROS MACHINE N°178,74,13,67,10
