,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 13 DÉCEMBRE 2022,52,TIRAGE « LUCKY TUESDAY » N°795,71,45,75,64
1,MARDI 13 DÉCEMBRE 2022,54,TIRAGE «SIKA» NUMEROS MACHINE N°206,75,66,88,68
2,MARDI 13 DÉCEMBRE 2022,39,TIRAGE «SIKA» N°206,41,31,87,52
3,MARDI 13 DÉCEMBRE 2022,12,TIRAGE « EMERGENCE » NUMEROS MACHINE N°346,47,61,89,35
4,MARDI 13 DÉCEMBRE 2022,82,TIRAGE « EMERGENCE » N°346,52,43,45,88
5,MARDI 13 DÉCEMBRE 2022,79,TIRAGE « LA MATINALE » NUMEROS MACHINE N°225,71,70,11,60
6,MARDI 13 DÉCEMBRE 2022,22,TIRAGE « LA MATINALE » N°225,68,81,69,26
7,LUNDI 12 DÉCEMBRE 2022,07,TIRAGE «AKWABA» NUMEROS MACHINE N°206,69,38,14,70
8,LUNDI 12 DÉCEMBRE 2022,36,TIRAGE «MONDAY SPECIAL» N°859,05,80,62,48
9,LUNDI 12 DÉCEMBRE 2022,39,TIRAGE «ETOILE» NUMEROS MACHINE N°345,28,48,54,90
10,LUNDI 12 DÉCEMBRE 2022,33,TIRAGE «AKWABA» N°206,35,05,73,52
11,LUNDI 12 DÉCEMBRE 2022,52,TIRAGE «REVEIL» NUMEROS MACHINE N°225,79,37,63,24
