,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,SAMEDI 6 AOÛT 2022,80,TIRAGE « DIAMANT» N°736,76,71,25,68
1,SAMEDI 6 AOÛT 2022,44,TIRAGE « DIAMANT» NUMEROS MACHINE N°736,12,79,90,81
2,SAMEDI 6 AOÛT 2022,05,TIRAGE « SOUTRA» N°207,48,29,82,12
3,SAMEDI 6 AOÛT 2022,84,TIRAGE « SOUTRA» NUMEROS MACHINE N°207,88,89,73,25
4,VENDREDI 5 AOÛT 2022,84,TIRAGE «CASH» N°207,13,50,52,08
5,VENDREDI 5 AOÛT 2022,16,TIRAGE «CASH» NUMEROS MACHINE N°207,68,06,74,87
6,VENDREDI 5 AOÛT 2022,42,TIRAGE « FRIDAY BONANZA» N° 748,09,86,05,46
7,VENDREDI 5 AOÛT 2022,33,TIRAGE « WARI » NUMEROS MACHINE N°187,43,07,30,86
8,VENDREDI 5 AOÛT 2022,34,TIRAGE « WARI » N°187,66,37,10,38
9,VENDREDI 5 AOÛT 2022,55,TIRAGE « SOLUTION » NUMEROS MACHINE N°327,01,17,19,25
10,VENDREDI 5 AOÛT 2022,27,TIRAGE « SOLUTION » N°327,45,56,03,50
11,VENDREDI 5 AOÛT 2022,16,TIRAGE «CASH» NUMEROS MACHINE N°207,68,06,74,87
