,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 22 FÉVRIER 2022,42,TIRAGE « EMERGENCE » N°304,68,33,06,17
1,MARDI 22 FÉVRIER 2022,37,TIRAGE « EMERGENCE » NUMEROS MACHINE N°304,16,44,75,81
2,MARDI 22 FÉVRIER 2022,04,TIRAGE « LA MATINALE » N°183,79,82,53,46
3,MARDI 22 FÉVRIER 2022,74,TIRAGE « LA MATINALE » NUMEROS MACHINE N°183,26,80,09,77
4,LUNDI 21 FÉVRIER 2022,82,TIRAGE «MONDAY SPECIAL» N°821,08,34,03,20
5,LUNDI 21 FÉVRIER 2022,11,TIRAGE «AKWABA» NUMEROS MACHINE N°164,65,18,23,54
6,LUNDI 21 FÉVRIER 2022,87,TIRAGE «AKWABA» N°164,60,30,12,69
7,LUNDI 21 FÉVRIER 2022,42,TIRAGE «ETOILE» NUMEROS MACHINE N°303,10,64,75,22
8,LUNDI 21 FÉVRIER 2022,05,TIRAGE «ETOILE» N°303,77,52,65,61
9,DIMANCHE 20 FÉVRIER 2022,90,TIRAGE «ESPOIR» NUMEROS MACHINE N°200,09,89,52,41
10,DIMANCHE 20 FÉVRIER 2022,11,TIRAGE «ESPOIR» N°200,27,34,17,75
11,DIMANCHE 20 FÉVRIER 2022,13,TIRAGE «AWALE» NUMEROS MACHINE N°163,40,26,24,87
