,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 10 OCTOBRE 2022,33,TIRAGE «ETOILE» N°336,35,34,07,11
1,LUNDI 10 OCTOBRE 2022,55,TIRAGE «ETOILE» NUMEROS MACHINE N°336,15,23,28,56
2,LUNDI 10 OCTOBRE 2022,34,TIRAGE «REVEIL» N°216,10,80,63,56
3,LUNDI 10 OCTOBRE 2022,77,TIRAGE «REVEIL» NUMEROS MACHINE N°216,83,15,35,64
4,DIMANCHE 9 OCTOBRE 2022,63,TIRAGE «PRESTIGE» N°264,15,50,34,23
5,DIMANCHE 9 OCTOBRE 2022,14,TIRAGE «PRESTIGE» NUMEROS MACHINE N°264,52,18,88,32
6,DIMANCHE 9 OCTOBRE 2022,72,TIRAGE «BENEDICTION» N°216,75,66,87,48
7,DIMANCHE 9 OCTOBRE 2022,73,TIRAGE «BENEDICTION» NUMEROS MACHINE N°216,11,67,05,32
8,DIMANCHE 9 OCTOBRE 2022,35,TIRAGE «ESPOIR» N°233,52,24,08,87
9,DIMANCHE 9 OCTOBRE 2022,85,TIRAGE «ESPOIR» NUMEROS MACHINE N°233,12,86,41,11
10,DIMANCHE 9 OCTOBRE 2022,18,TIRAGE «AWALE» N°196,60,02,36,64
11,DIMANCHE 9 OCTOBRE 2022,05,TIRAGE «AWALE» NUMEROS MACHINE N°196,65,37,38,68
