,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 18 MARS 2022,66,TIRAGE «CASH» N°187,28,80,24,72
1,VENDREDI 18 MARS 2022,02,TIRAGE «CASH» NUMEROS MACHINE N°187,20,73,67,56
2,JEUDI 17 MARS 2022,35,TIRAGE « FORTUNE THURSDAY» N°757,52,44,37,65
3,JEUDI 17 MARS 2022,67,TIRAGE «MONNI» NUMEROS MACHINE N°167,27,19,10,62
4,JEUDI 17 MARS 2022,53,TIRAGE «MONNI» N°167,75,13,20,03
5,JEUDI 17 MARS 2022,75,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°307,32,56,29,89
6,JEUDI 17 MARS 2022,16,TIRAGE «PRIVILEGE» N°307,45,42,55,73
7,JEUDI 17 MARS 2022,88,TIRAGE «KADO» NUMEROS MACHINE N°185,03,44,83,15
8,JEUDI 17 MARS 2022,01,TIRAGE «KADO» N°185,32,58,29,89
9,MERCREDI 16 MARS 2022,17,TIRAGE «BARAKA» NUMEROS MACHINE N°167,66,59,84,86
10,MERCREDI 16 MARS 2022,88,TIRAGE «BARAKA» N°167,85,83,72,03
11,MERCREDI 16 MARS 2022,30,TIRAGE «FORTUNE» NUMEROS MACHINE N°715,07,89,41,25
