,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 16 OCTOBRE 2022,67,TIRAGE «ESPOIR» N°234,25,65,40,46
1,DIMANCHE 16 OCTOBRE 2022,70,TIRAGE «ESPOIR» NUMEROS MACHINE N°234,26,33,34,86
2,DIMANCHE 16 OCTOBRE 2022,14,TIRAGE «AWALE» N°197,06,19,30,33
3,DIMANCHE 16 OCTOBRE 2022,72,TIRAGE «AWALE» NUMEROS MACHINE N°197,90,37,80,05
4,DIMANCHE 16 OCTOBRE 2022,01,TIRAGE «PRESTIGE» N°265,79,82,80,13
5,DIMANCHE 16 OCTOBRE 2022,74,TIRAGE «PRESTIGE» NUMEROS MACHINE N°265,61,48,16,59
6,DIMANCHE 16 OCTOBRE 2022,26,TIRAGE «BENEDICTION» N°217,72,78,46,01
7,DIMANCHE 16 OCTOBRE 2022,22,TIRAGE «BENEDICTION» NUMEROS MACHINE N°217,56,07,36,41
8,SAMEDI 15 OCTOBRE 2022,10,TIRAGE « DIAMANT» N°746,35,77,26,45
9,SAMEDI 15 OCTOBRE 2022,04,TIRAGE « DIAMANT» NUMEROS MACHINE N°746,21,56,52,78
10,SAMEDI 15 OCTOBRE 2022,23,TIRAGE « SOUTRA» N°217,72,58,51,48
11,SAMEDI 15 OCTOBRE 2022,11,TIRAGE « SOUTRA» NUMEROS MACHINE N°217,60,71,79,38
