,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 14 MARS 2022,59,TIRAGE «MONDAY SPECIAL» N°823,32,84,24,78
1,LUNDI 14 MARS 2022,54,TIRAGE «AKWABA» NUMEROS MACHINE N°167,45,36,81,43
2,LUNDI 14 MARS 2022,68,TIRAGE «AKWABA» N°167,74,40,35,71
3,LUNDI 14 MARS 2022,82,TIRAGE «ETOILE» NUMEROS MACHINE N°306,59,18,35,28
4,LUNDI 14 MARS 2022,78,TIRAGE «ETOILE» N°306,88,65,04,31
5,LUNDI 14 MARS 2022,04,TIRAGE «REVEIL» NUMEROS MACHINE N°186,78,79,82,52
6,LUNDI 14 MARS 2022,85,TIRAGE «REVEIL» N°186,17,87,11,09
7,DIMANCHE 13 MARS 2022,45,TIRAGE «ESPOIR» NUMEROS MACHINE N°203,78,74,18,23
8,DIMANCHE 13 MARS 2022,12,TIRAGE «ESPOIR» N°203,04,75,76,07
9,DIMANCHE 13 MARS 2022,79,TIRAGE «AWALE» NUMEROS MACHINE N°166,25,64,06,62
10,DIMANCHE 13 MARS 2022,71,TIRAGE «AWALE» N°166,60,24,37,41
11,DIMANCHE 13 MARS 2022,42,TIRAGE «PRESTIGE» NUMEROS MACHINE N°234,75,40,14,09
