,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 1 DÉCEMBRE 2022,63,TIRAGE «PRIVILEGE» N°344,74,29,47,72
1,JEUDI 1 DÉCEMBRE 2022,41,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°344,35,87,12,44
2,JEUDI 1 DÉCEMBRE 2022,74,TIRAGE «KADO» N°222,41,06,80,77
3,JEUDI 1 DÉCEMBRE 2022,33,TIRAGE «KADO» NUMEROS MACHINE N°222,02,23,52,47
4,MERCREDI 30 NOVEMBRE 2022,32,TIRAGE « MID WEEK » N°990,65,16,29,89
5,MERCREDI 30 NOVEMBRE 2022,82,TIRAGE «BARAKA» NUMEROS MACHINE N°204,23,04,31,74
6,MERCREDI 30 NOVEMBRE 2022,69,TIRAGE «BARAKA» N°204,42,71,66,52
7,MERCREDI 30 NOVEMBRE 2022,23,TIRAGE «FORTUNE» NUMEROS MACHINE N°752,84,49,29,35
8,MERCREDI 30 NOVEMBRE 2022,67,TIRAGE «FORTUNE» N°752,31,48,75,07
9,MERCREDI 30 NOVEMBRE 2022,47,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°223,53,59,13,36
10,MERCREDI 30 NOVEMBRE 2022,82,TIRAGE «PREMIERE HEURE» N°223,19,24,89,58
11,MARDI 29 NOVEMBRE 2022,56,TIRAGE «SIKA» NUMEROS MACHINE N°204,58,04,67,59
