,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 21 OCTOBRE 2022,76,TIRAGE «CASH» N°218,77,48,22,83
1,VENDREDI 21 OCTOBRE 2022,54,TIRAGE «CASH» NUMEROS MACHINE N°218,71,48,46,32
2,JEUDI 20 OCTOBRE 2022,22,TIRAGE « FORTUNE THURSDAY» N°787,89,35,23,42
3,JEUDI 20 OCTOBRE 2022,83,TIRAGE «MONNI» NUMEROS MACHINE N°198,15,61,10,75
4,JEUDI 20 OCTOBRE 2022,81,TIRAGE «MONNI» N°198,87,47,70,31
5,JEUDI 20 OCTOBRE 2022,80,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°338,57,88,05,09
6,JEUDI 20 OCTOBRE 2022,78,TIRAGE «PRIVILEGE» N°338,19,25,73,43
7,JEUDI 20 OCTOBRE 2022,27,TIRAGE «KADO» NUMEROS MACHINE N°216,33,54,71,87
8,JEUDI 20 OCTOBRE 2022,25,TIRAGE «KADO» N°216,11,07,63,26
9,MERCREDI 19 OCTOBRE 2022,82,TIRAGE «BARAKA» NUMEROS MACHINE N°198,48,13,45,79
10,MERCREDI 19 OCTOBRE 2022,31,TIRAGE «BARAKA» N°198,63,38,77,62
11,MERCREDI 19 OCTOBRE 2022,56,TIRAGE «FORTUNE» NUMEROS MACHINE N°746,44,81,70,64
