,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 23 JUIN 2022,76,TIRAGE «PRIVILEGE» N°321,25,37,65,03
1,JEUDI 23 JUIN 2022,53,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°321,28,07,58,35
2,MERCREDI 22 JUIN 2022,02,TIRAGE «FORTUNE» N°729,25,18,74,47
3,JEUDI 23 JUIN 2022,79,TIRAGE «KADO» NUMEROS MACHINE N°199,63,07,59,23
4,MERCREDI 22 JUIN 2022,51,TIRAGE «PREMIERE HEURE» N°200,69,28,06,33
5,MERCREDI 22 JUIN 2022,65,TIRAGE «FORTUNE» NUMEROS MACHINE N°729,09,41,38,75
6,MERCREDI 22 JUIN 2022,03,TIRAGE « MID WEEK » N°968,66,23,61,21
7,MERCREDI 22 JUIN 2022,14,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°200,79,22,80,59
8,MERCREDI 22 JUIN 2022,14,TIRAGE «BARAKA» N°181,36,22,13,27
9,MERCREDI 22 JUIN 2022,89,TIRAGE «BARAKA» NUMEROS MACHINE N°181,16,39,85,57
10,MARDI 21 JUIN 2022,89,TIRAGE «SIKA» N°181,06,24,14,79
11,MARDI 21 JUIN 2022,74,TIRAGE «SIKA» NUMEROS MACHINE N°181,46,02,45,64
