,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 14 NOVEMBRE 2022,89,TIRAGE «AKWABA» N°202,79,85,55,83
1,LUNDI 14 NOVEMBRE 2022,58,TIRAGE «AKWABA» NUMEROS MACHINE N°202,13,37,06,23
2,LUNDI 14 NOVEMBRE 2022,29,TIRAGE «ETOILE» N°341,44,15,10,82
3,LUNDI 14 NOVEMBRE 2022,57,TIRAGE «ETOILE» NUMEROS MACHINE N°341,58,48,20,63
4,LUNDI 14 NOVEMBRE 2022,83,TIRAGE «REVEIL» N°221,87,50,86,08
5,LUNDI 14 NOVEMBRE 2022,62,TIRAGE «REVEIL» NUMEROS MACHINE N°221,57,04,60,52
6,DIMANCHE 13 NOVEMBRE 2022,79,TIRAGE «AWALE» N°201,71,11,16,72
7,DIMANCHE 13 NOVEMBRE 2022,83,TIRAGE «AWALE» NUMEROS MACHINE N°201,68,49,52,56
8,DIMANCHE 13 NOVEMBRE 2022,46,TIRAGE «PRESTIGE» N°269,17,23,37,70
9,DIMANCHE 13 NOVEMBRE 2022,44,TIRAGE «PRESTIGE» NUMEROS MACHINE N°269,52,64,11,38
10,DIMANCHE 13 NOVEMBRE 2022,24,TIRAGE «BENEDICTION» N°221,30,34,88,46
11,DIMANCHE 13 NOVEMBRE 2022,50,TIRAGE «BENEDICTION» NUMEROS MACHINE N°221,13,83,59,52
