,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 1 SEPTEMBRE 2022,14,TIRAGE « FORTUNE THURSDAY» N°780,59,11,49,12
1,JEUDI 1 SEPTEMBRE 2022,73,TIRAGE «MONNI» NUMEROS MACHINE N°191,15,63,10,48
2,JEUDI 1 SEPTEMBRE 2022,61,TIRAGE «MONNI» N°191,16,07,47,32
3,JEUDI 1 SEPTEMBRE 2022,29,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°331,03,19,57,42
4,JEUDI 1 SEPTEMBRE 2022,44,TIRAGE «PRIVILEGE» N°331,30,71,74,46
5,JEUDI 1 SEPTEMBRE 2022,12,TIRAGE «KADO» NUMEROS MACHINE N°209,57,09,63,24
6,JEUDI 1 SEPTEMBRE 2022,69,TIRAGE «KADO» N°209,22,40,58,87
7,MERCREDI 31 AOÛT 2022,35,TIRAGE «BARAKA» NUMEROS MACHINE N°191,51,76,46,04
8,MERCREDI 31 AOÛT 2022,39,TIRAGE «BARAKA» N°191,56,71,03,01
9,MERCREDI 31 AOÛT 2022,39,TIRAGE «FORTUNE» NUMEROS MACHINE N°739,74,43,75,45
10,MERCREDI 31 AOÛT 2022,30,TIRAGE «FORTUNE» N°739,90,19,69,58
11,MARDI 30 AOÛT 2022,84,TIRAGE «SIKA» NUMEROS MACHINE N°191,68,29,22,88
