,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 30 OCTOBRE 2022,56,TIRAGE «ESPOIR» N°236,61,23,12,60
1,DIMANCHE 30 OCTOBRE 2022,09,TIRAGE «ESPOIR» NUMEROS MACHINE N°236,62,26,49,38
2,DIMANCHE 30 OCTOBRE 2022,43,TIRAGE «AWALE» N°199,09,86,76,45
3,DIMANCHE 30 OCTOBRE 2022,48,TIRAGE «AWALE» NUMEROS MACHINE N°199,40,75,47,30
4,DIMANCHE 30 OCTOBRE 2022,70,TIRAGE «PRESTIGE» N°267,35,47,88,56
5,DIMANCHE 30 OCTOBRE 2022,46,TIRAGE «PRESTIGE» NUMEROS MACHINE N°267,50,80,75,78
6,DIMANCHE 30 OCTOBRE 2022,56,TIRAGE «BENEDICTION» N°219,84,11,59,80
7,DIMANCHE 30 OCTOBRE 2022,44,TIRAGE «BENEDICTION» NUMEROS MACHINE N°219,21,42,22,77
8,SAMEDI 29 OCTOBRE 2022,01,TIRAGE « MOAYE » N°199,22,73,62,75
9,SAMEDI 29 OCTOBRE 2022,30,TIRAGE « MOAYE » NUMEROS MACHINE N°199,80,34,57,86
10,SAMEDI 29 OCTOBRE 2022,90,TIRAGE « DIAMANT» N°748,25,52,55,30
11,SAMEDI 29 OCTOBRE 2022,40,TIRAGE « DIAMANT» NUMEROS MACHINE N°748,83,82,75,45
