,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 14 OCTOBRE 2022,28,TIRAGE « WARI » N°197,30,24,75,67
1,VENDREDI 14 OCTOBRE 2022,60,TIRAGE « WARI » NUMEROS MACHINE N°197,82,64,25,08
2,VENDREDI 14 OCTOBRE 2022,62,TIRAGE « SOLUTION » N°337,81,03,51,70
3,VENDREDI 14 OCTOBRE 2022,26,TIRAGE « SOLUTION » NUMEROS MACHINE N°337,50,83,39,67
4,VENDREDI 14 OCTOBRE 2022,46,TIRAGE «CASH» N°217,35,61,64,60
5,VENDREDI 14 OCTOBRE 2022,27,TIRAGE «CASH» NUMEROS MACHINE N°217,79,02,16,49
6,JEUDI 13 OCTOBRE 2022,61,TIRAGE « FORTUNE THURSDAY» N°786,86,14,19,25
7,JEUDI 13 OCTOBRE 2022,20,TIRAGE «MONNI» NUMEROS MACHINE N°197,15,85,72,34
8,JEUDI 13 OCTOBRE 2022,84,TIRAGE «MONNI» N°197,03,51,14,18
9,JEUDI 13 OCTOBRE 2022,73,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°337,08,23,18,36
10,JEUDI 13 OCTOBRE 2022,47,TIRAGE «PRIVILEGE» N°337,41,17,11,86
11,JEUDI 13 OCTOBRE 2022,55,TIRAGE «KADO» NUMEROS MACHINE N°215,47,87,68,04
