,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MERCREDI 23 MARS 2022,60,TIRAGE «BARAKA» N°168,57,31,52,12
1,MERCREDI 23 MARS 2022,58,TIRAGE «BARAKA» NUMEROS MACHINE N°168,37,75,22,19
2,MERCREDI 23 MARS 2022,22,TIRAGE «FORTUNE» N°716,18,58,73,74
3,MERCREDI 23 MARS 2022,42,TIRAGE «FORTUNE» NUMEROS MACHINE N°716,24,51,70,38
4,MERCREDI 23 MARS 2022,11,TIRAGE «PREMIERE HEURE» N°187,59,79,64,67
5,MERCREDI 23 MARS 2022,36,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°187,38,70,41,51
6,MARDI 22 MARS 2022,43,TIRAGE « LUCKY TUESDAY » N°758,76,40,48,70
7,MARDI 22 MARS 2022,19,TIRAGE «SIKA» NUMEROS MACHINE N°168,85,08,74,24
8,MARDI 22 MARS 2022,31,TIRAGE «SIKA» N°168,27,26,20,77
9,MARDI 22 MARS 2022,17,TIRAGE « EMERGENCE » NUMEROS MACHINE N°308,69,14,83,78
10,MARDI 22 MARS 2022,71,TIRAGE « EMERGENCE » N°308,38,13,06,23
11,MARDI 22 MARS 2022,88,TIRAGE « LA MATINALE » NUMEROS MACHINE N°187,86,05,53,58
