,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,DIMANCHE 4 SEPTEMBRE 2022,50,TIRAGE «AWALE» N°191,31,29,85,28
1,DIMANCHE 4 SEPTEMBRE 2022,66,TIRAGE «AWALE» NUMEROS MACHINE N°191,49,65,52,36
2,DIMANCHE 4 SEPTEMBRE 2022,58,TIRAGE «PRESTIGE» N°259,86,72,06,69
3,DIMANCHE 4 SEPTEMBRE 2022,81,TIRAGE «PRESTIGE» NUMEROS MACHINE N°259,22,23,51,68
4,DIMANCHE 4 SEPTEMBRE 2022,03,TIRAGE «BENEDICTION» N°211,66,07,45,14
5,DIMANCHE 4 SEPTEMBRE 2022,28,TIRAGE «BENEDICTION» NUMEROS MACHINE N°211,11,36,84,90
6,SAMEDI 3 SEPTEMBRE 2022,78,TIRAGE « MOAYE » N°191,29,74,46,49
7,SAMEDI 3 SEPTEMBRE 2022,76,TIRAGE « MOAYE » NUMEROS MACHINE N°191,03,54,81,55
8,SAMEDI 3 SEPTEMBRE 2022,51,TIRAGE « DIAMANT» N°740,43,04,74,78
9,SAMEDI 3 SEPTEMBRE 2022,63,TIRAGE « DIAMANT» NUMEROS MACHINE N°740,12,38,06,09
10,SAMEDI 3 SEPTEMBRE 2022,38,TIRAGE « SOUTRA» N°211,04,67,43,55
11,SAMEDI 3 SEPTEMBRE 2022,63,TIRAGE « DIAMANT» NUMEROS MACHINE N°740,12,38,06,09
