,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 25 FÉVRIER 2022,87,TIRAGE « FRIDAY BONANZA» N° 726,07,08,14,30
1,VENDREDI 25 FÉVRIER 2022,71,TIRAGE « WARI » NUMEROS MACHINE N°164,49,89,21,22
2,VENDREDI 25 FÉVRIER 2022,23,TIRAGE « WARI » N°164,78,67,69,37
3,VENDREDI 25 FÉVRIER 2022,57,TIRAGE « SOLUTION » NUMEROS MACHINE N°304,85,32,44,52
4,VENDREDI 25 FÉVRIER 2022,84,TIRAGE « SOLUTION » N°304,31,53,05,15
5,VENDREDI 25 FÉVRIER 2022,35,TIRAGE «CASH» NUMEROS MACHINE N°184,28,86,45,66
6,VENDREDI 25 FÉVRIER 2022,77,TIRAGE «CASH» N°184,36,03,60,51
7,JEUDI 24 FÉVRIER 2022,71,TIRAGE «MONNI» NUMEROS MACHINE N°163,16,80,55,75
8,JEUDI 24 FÉVRIER 2022,39,TIRAGE «MONNI» N°163,88,63,21,33
9,JEUDI 24 FÉVRIER 2022,61,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°304,82,38,32,79
10,JEUDI 24 FÉVRIER 2022,18,TIRAGE «PRIVILEGE» N°304,68,03,14,25
11,JEUDI 24 FÉVRIER 2022,83,TIRAGE «KADO» NUMEROS MACHINE N°182,50,68,58,86
