,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 20 JUIN 2022,69,TIRAGE «AKWABA» N°181,49,53,81,51
1,LUNDI 20 JUIN 2022,89,TIRAGE «AKWABA» NUMEROS MACHINE N°181,31,26,55,27
2,LUNDI 20 JUIN 2022,38,TIRAGE «ETOILE» N°320,53,55,26,25
3,LUNDI 20 JUIN 2022,15,TIRAGE «ETOILE» NUMEROS MACHINE N°320,16,37,01,47
4,LUNDI 20 JUIN 2022,16,TIRAGE «REVEIL» N°200,38,04,12,58
5,LUNDI 20 JUIN 2022,62,TIRAGE «REVEIL» NUMEROS MACHINE N°200,29,79,73,24
6,SAMEDI 18 JUIN 2022,03,TIRAGE « DIAMANT» N°729,60,79,76,09
7,SAMEDI 18 JUIN 2022,42,TIRAGE « DIAMANT» NUMEROS MACHINE N°729,61,44,30,85
8,SAMEDI 18 JUIN 2022,09,TIRAGE « SOUTRA» N°200,38,44,02,11
9,SAMEDI 18 JUIN 2022,56,TIRAGE « SOUTRA» NUMEROS MACHINE N°200,06,14,82,28
10,VENDREDI 17 JUIN 2022,30,TIRAGE « WARI » N°180,61,45,86,39
11,VENDREDI 17 JUIN 2022,32,TIRAGE « WARI » NUMEROS MACHINE N°180,27,81,80,20
