,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 26 AVRIL 2022,11,TIRAGE « EMERGENCE » N°313,17,80,69,54
1,MARDI 26 AVRIL 2022,50,TIRAGE « EMERGENCE » NUMEROS MACHINE N°313,35,18,51,24
2,MARDI 26 AVRIL 2022,26,TIRAGE « LA MATINALE » N°192,44,65,23,33
3,MARDI 26 AVRIL 2022,15,TIRAGE « LA MATINALE » NUMEROS MACHINE N°192,78,45,21,46
4,LUNDI 25 AVRIL 2022,37,TIRAGE «MONDAY SPECIAL» N°829,34,42,13,22
5,LUNDI 25 AVRIL 2022,52,TIRAGE «AKWABA» NUMEROS MACHINE N°173,53,65,08,46
6,LUNDI 25 AVRIL 2022,15,TIRAGE «AKWABA» N°173,05,25,44,14
7,LUNDI 25 AVRIL 2022,06,TIRAGE «ETOILE» NUMEROS MACHINE N°312,03,89,62,60
8,LUNDI 25 AVRIL 2022,87,TIRAGE «ETOILE» N°312,10,11,17,09
9,LUNDI 25 AVRIL 2022,60,TIRAGE «REVEIL» NUMEROS MACHINE N°192,89,77,05,61
10,LUNDI 25 AVRIL 2022,33,TIRAGE «REVEIL» N°192,31,11,57,20
11,DIMANCHE 24 AVRIL 2022,56,TIRAGE «PRESTIGE» NUMEROS MACHINE N°240,54,32,36,68
