,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 11 JUILLET 2022,26,TIRAGE «ETOILE» N°323,18,29,57,07
1,LUNDI 11 JUILLET 2022,04,TIRAGE «ETOILE» NUMEROS MACHINE N°323,62,40,08,39
2,LUNDI 11 JUILLET 2022,74,TIRAGE «REVEIL» N°203,75,59,51,80
3,LUNDI 11 JUILLET 2022,50,TIRAGE «REVEIL» NUMEROS MACHINE N°203,02,16,11,83
4,DIMANCHE 10 JUILLET 2022,78,TIRAGE «AWALE» N°183,21,55,60,87
5,DIMANCHE 10 JUILLET 2022,73,TIRAGE «AWALE» NUMEROS MACHINE N°183,57,68,20,50
6,DIMANCHE 10 JUILLET 2022,14,TIRAGE «PRESTIGE» N°251,57,83,04,42
7,DIMANCHE 10 JUILLET 2022,73,TIRAGE «AWALE» NUMEROS MACHINE N°183,57,68,20,50
8,DIMANCHE 10 JUILLET 2022,33,TIRAGE «BENEDICTION» N°203,06,76,70,80
9,DIMANCHE 10 JUILLET 2022,70,TIRAGE «PRESTIGE» NUMEROS MACHINE N°251,22,27,43,15
10,SAMEDI 9 JUILLET 2022,62,TIRAGE « MOAYE » N°183,67,16,54,42
11,DIMANCHE 10 JUILLET 2022,67,TIRAGE «BENEDICTION» NUMEROS MACHINE N°203,17,40,18,25
