,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 6 MAI 2022,47,TIRAGE « SOLUTION » N°314,11,18,56,49
1,VENDREDI 6 MAI 2022,80,TIRAGE « SOLUTION » NUMEROS MACHINE N°314,57,61,15,37
2,VENDREDI 6 MAI 2022,69,TIRAGE «CASH» N°194,31,89,19,26
3,VENDREDI 6 MAI 2022,56,TIRAGE «CASH» NUMEROS MACHINE N°194,38,43,36,34
4,JEUDI 5 MAI 2022,40,TIRAGE « FORTUNE THURSDAY» N°764,46,22,19,78
5,JEUDI 5 MAI 2022,03,TIRAGE «MONNI» NUMEROS MACHINE N°174,09,06,18,80
6,JEUDI 5 MAI 2022,79,TIRAGE «MONNI» N°174,68,33,10,53
7,JEUDI 5 MAI 2022,23,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°314,51,61,17,76
8,JEUDI 5 MAI 2022,67,TIRAGE «PRIVILEGE» N°314,87,68,56,64
9,JEUDI 5 MAI 2022,70,TIRAGE «KADO» NUMEROS MACHINE N°192,03,75,29,07
10,JEUDI 5 MAI 2022,51,TIRAGE «KADO» N°192,26,61,02,28
11,MERCREDI 4 MAI 2022,10,TIRAGE «BARAKA» NUMEROS MACHINE N°174,82,45,52,21
