,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 21 AVRIL 2022,44,TIRAGE «PRIVILEGE» N°312,45,41,84,57
1,JEUDI 21 AVRIL 2022,51,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°312,60,12,74,43
2,JEUDI 21 AVRIL 2022,67,TIRAGE «KADO» N°190,01,40,50,90
3,JEUDI 21 AVRIL 2022,14,TIRAGE «KADO» NUMEROS MACHINE N°190,71,54,60,13
4,MERCREDI 20 AVRIL 2022,76,TIRAGE « MID WEEK » N°959,55,24,28,69
5,MERCREDI 20 AVRIL 2022,60,TIRAGE «BARAKA» NUMEROS MACHINE N°172,63,02,40,58
6,MERCREDI 20 AVRIL 2022,46,TIRAGE «BARAKA» N°172,03,61,57,73
7,MERCREDI 20 AVRIL 2022,08,TIRAGE «FORTUNE» NUMEROS MACHINE N°720,15,71,52,59
8,MERCREDI 20 AVRIL 2022,55,TIRAGE «FORTUNE» N°720,42,44,12,40
9,MERCREDI 20 AVRIL 2022,17,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°191,12,78,09,05
10,MERCREDI 20 AVRIL 2022,46,TIRAGE «PREMIERE HEURE» N°191,69,03,56,70
11,MARDI 19 AVRIL 2022,50,TIRAGE «SIKA» NUMEROS MACHINE N°172,65,40,71,82
