,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 25 JANVIER 2022,90,TIRAGE « LA MATINALE » N°179,54,24,73,26
1,MARDI 25 JANVIER 2022,37,TIRAGE « LA MATINALE » NUMEROS MACHINE N°179,21,74,07,56
2,LUNDI 24 JANVIER 2022,58,TIRAGE «AKWABA» N°160,29,34,72,39
3,LUNDI 24 JANVIER 2022,06,TIRAGE «AKWABA» NUMEROS MACHINE N°160,69,56,10,18
4,LUNDI 24 JANVIER 2022,81,TIRAGE «ETOILE» N°299,26,90,44,15
5,LUNDI 24 JANVIER 2022,35,TIRAGE «ETOILE» N°299,79,77,53,06
6,LUNDI 24 JANVIER 2022,04,TIRAGE «REVEIL» N°179,42,21,39,64
7,LUNDI 24 JANVIER 2022,35,TIRAGE «REVEIL» NUMEROS MACHINE N°179,06,27,20,72
8,LUNDI 24 JANVIER 2022,88,TIRAGE «MONDAY SPECIAL» N°817,63,11,90,35
9,LUNDI 24 JANVIER 2022,33,TIRAGE «ESPOIR» NUMEROS MACHINE N°196,01,28,49,03
10,DIMANCHE 23 JANVIER 2022,41,TIRAGE «AWALE» N°159,59,06,56,08
11,DIMANCHE 23 JANVIER 2022,47,TIRAGE «AWALE» NUMEROS MACHINE N°159,32,73,49,46
