,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 15 JUILLET 2022,84,TIRAGE « WARI » N°184,64,76,41,30
1,VENDREDI 15 JUILLET 2022,19,TIRAGE « WARI » NUMEROS MACHINE N°184,60,04,90,87
2,VENDREDI 15 JUILLET 2022,08,TIRAGE « SOLUTION » N°324,41,53,68,89
3,VENDREDI 15 JUILLET 2022,36,TIRAGE « SOLUTION » NUMEROS MACHINE N°324,05,88,57,55
4,VENDREDI 15 JUILLET 2022,77,TIRAGE «CASH» N°204,66,52,80,46
5,VENDREDI 15 JUILLET 2022,16,TIRAGE «CASH» NUMEROS MACHINE N°204,90,67,42,63
6,JEUDI 14 JUILLET 2022,26,TIRAGE «PRIVILEGE» N°324,41,47,02,08
7,JEUDI 14 JUILLET 2022,89,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°324,76,10,23,39
8,JEUDI 14 JUILLET 2022,73,TIRAGE «KADO» N°202,64,58,53,69
9,JEUDI 14 JUILLET 2022,24,TIRAGE «KADO» NUMEROS MACHINE N°202,42,81,61,85
10,JEUDI 14 JUILLET 2022,73,TIRAGE «KADO» N°202,64,58,53,69
11,JEUDI 14 JUILLET 2022,24,TIRAGE «KADO» NUMEROS MACHINE N°202,42,81,61,85
