,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,SAMEDI 13 AOÛT 2022,03,TIRAGE « DIAMANT» N°737,52,70,18,07
1,SAMEDI 13 AOÛT 2022,56,TIRAGE « DIAMANT» NUMEROS MACHINE N°737,55,15,28,25
2,SAMEDI 13 AOÛT 2022,18,TIRAGE « SOUTRA» N°208,05,75,39,23
3,SAMEDI 13 AOÛT 2022,86,TIRAGE « SOUTRA» NUMEROS MACHINE N°208,22,43,53,03
4,VENDREDI 12 AOÛT 2022,84,TIRAGE « FRIDAY BONANZA» N° 749,39,02,46,22
5,VENDREDI 12 AOÛT 2022,16,TIRAGE « WARI » NUMEROS MACHINE N°188,83,05,49,90
6,VENDREDI 12 AOÛT 2022,64,TIRAGE « WARI » N°188,25,17,80,58
7,VENDREDI 12 AOÛT 2022,41,TIRAGE « SOLUTION » NUMEROS MACHHINE N°328,80,44,31,20
8,VENDREDI 12 AOÛT 2022,61,TIRAGE « SOLUTION » N°328,33,45,84,08
9,JEUDI 11 AOÛT 2022,80,TIRAGE «MONNI» NUMEROS MACHINE N°188,26,08,90,35
10,JEUDI 11 AOÛT 2022,71,TIRAGE « FORTUNE THURSDAY» N°777,63,80,29,89
11,JEUDI 11 AOÛT 2022,33,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°328,21,35,37,86
