,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,JEUDI 3 NOVEMBRE 2022,85,TIRAGE « FORTUNE THURSDAY» N°789,31,81,22,35
1,JEUDI 3 NOVEMBRE 2022,89,TIRAGE «MONNI» NUMEROS MACHINE N°200,14,46,75,48
2,JEUDI 3 NOVEMBRE 2022,47,TIRAGE «MONNI» N°200,25,02,07,37
3,JEUDI 3 NOVEMBRE 2022,12,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°340,21,29,26,08
4,JEUDI 3 NOVEMBRE 2022,32,TIRAGE «PRIVILEGE» N°340,79,54,71,60
5,JEUDI 3 NOVEMBRE 2022,80,TIRAGE «KADO» NUMEROS MACHINE N°218,60,19,44,07
6,JEUDI 3 NOVEMBRE 2022,35,TIRAGE «KADO» N°218,18,13,69,83
7,JEUDI 3 NOVEMBRE 2022,85,TIRAGE «FORTUNE» NUMEROS MACHINE N°748,86,82,78,53
8,MERCREDI 2 NOVEMBRE 2022,62,TIRAGE « MID WEEK » N°986,41,25,12,29
9,MERCREDI 2 NOVEMBRE 2022,81,TIRAGE «BARAKA» NUMEROS MACHINE N°200,09,79,45,38
10,MERCREDI 2 NOVEMBRE 2022,35,TIRAGE «BARAKA» N°200,53,47,60,04
11,MERCREDI 2 NOVEMBRE 2022,37,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°219,68,02,81,29
