,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,LUNDI 22 AOÛT 2022,87,TIRAGE «AKWABA» N°190,02,35,78,55
1,LUNDI 22 AOÛT 2022,05,TIRAGE «AKWABA» NUMEROS MACHINE N°190,65,49,57,52
2,LUNDI 22 AOÛT 2022,52,TIRAGE «ETOILE» N°328,77,34,60,72
3,LUNDI 22 AOÛT 2022,58,TIRAGE «ETOILE» NUMEROS MACHINE N°328,88,80,04,02
4,LUNDI 22 AOÛT 2022,20,TIRAGE «REVEIL» N°209,15,35,10,31
5,LUNDI 22 AOÛT 2022,40,TIRAGE «REVEIL» NUMEROS MACHINE N°209,59,58,86,05
6,DIMANCHE 21 AOÛT 2022,54,TIRAGE «PRESTIGE» N°257,03,89,69,58
7,DIMANCHE 21 AOÛT 2022,80,TIRAGE «PRESTIGE» NUMEROS MACHINE N°257,25,37,18,39
8,DIMANCHE 21 AOÛT 2022,02,TIRAGE «BENEDICTION» N°209,86,38,69,15
9,DIMANCHE 21 AOÛT 2022,29,TIRAGE «BENEDICTION» NUMEROS MACHINE N°209,27,87,82,67
10,SAMEDI 20 AOÛT 2022,27,TIRAGE «SATURDAY NATIONAL » N°3122,75,87,74,83
11,SAMEDI 20 AOÛT 2022,12,TIRAGE « MOAYE » NUMEROS MACHINE N°189,77,02,72,60
