,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,SAMEDI 26 MARS 2022,20,TIRAGE «SATURDAY NATIONAL » N°3101,48,58,01,38
1,SAMEDI 26 MARS 2022,84,TIRAGE « MOAYE » NUMEROS MACHINE N°168,65,48,15,69
2,SAMEDI 26 MARS 2022,23,TIRAGE « MOAYE » N°168,66,06,85,87
3,SAMEDI 26 MARS 2022,22,TIRAGE « DIAMANT» NUMEROS MACHINE N°717,17,25,57,80
4,SAMEDI 26 MARS 2022,69,TIRAGE « DIAMANT» N°717,02,15,06,34
5,SAMEDI 26 MARS 2022,51,TIRAGE « SOUTRA» NUMEROS MACHINE N°188,08,70,48,89
6,SAMEDI 26 MARS 2022,85,TIRAGE « SOUTRA» N°188,76,27,19,22
7,VENDREDI 25 MARS 2022,74,TIRAGE « WARI » NUMEROS MACHINE N°168,20,21,70,25
8,VENDREDI 25 MARS 2022,65,TIRAGE « FRIDAY BONANZA» N° 730,84,25,02,19
9,VENDREDI 25 MARS 2022,45,TIRAGE « SOLUTION » NUMEROS MACHINE N°308,44,49,84,48
10,VENDREDI 25 MARS 2022,15,TIRAGE « WARI » N°168,48,36,37,13
11,VENDREDI 25 MARS 2022,56,TIRAGE «CASH» NUMEROS MACHINE N°188,12,21,70,38
