,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,VENDREDI 20 MAI 2022,66,TIRAGE «CASH» N°196,08,17,77,01
1,VENDREDI 20 MAI 2022,32,TIRAGE «CASH» NUMEROS MACHINE N°196,46,12,55,25
2,JEUDI 19 MAI 2022,35,TIRAGE «MONNI» N°176,62,51,25,85
3,JEUDI 19 MAI 2022,47,TIRAGE «MONNI» NUMEROS MACHINE N°176,87,55,16,66
4,JEUDI 19 MAI 2022,53,TIRAGE «PRIVILEGE» N°316,51,79,65,67
5,JEUDI 19 MAI 2022,16,TIRAGE «PRIVILEGE» NUMEROS MACHINE N°316,30,62,84,74
6,JEUDI 19 MAI 2022,77,TIRAGE «KADO» N°194,64,02,83,57
7,JEUDI 19 MAI 2022,12,TIRAGE «KADO» NUMEROS MACHINE N°194,60,29,20,44
8,MERCREDI 18 MAI 2022,01,TIRAGE « MID WEEK » N°963,89,23,65,69
9,MERCREDI 18 MAI 2022,84,TIRAGE «BARAKA» NUMEROS MACHINE N°176,49,89,48,88
10,MERCREDI 18 MAI 2022,04,TIRAGE «BARAKA» N°176,29,72,68,30
11,MERCREDI 18 MAI 2022,62,TIRAGE «FORTUNE» NUMEROS MACHINE N°724,29,35,47,23
