,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 6 DÉCEMBRE 2022,57,TIRAGE « LA MATINALE » N°224,86,35,74,36
1,MARDI 6 DÉCEMBRE 2022,13,TIRAGE « LA MATINALE » NUMEROS MACHINE N°224,54,09,43,67
2,LUNDI 5 DÉCEMBRE 2022,28,TIRAGE «ETOILE» N°344,85,86,54,31
3,LUNDI 5 DÉCEMBRE 2022,90,TIRAGE «ETOILE» NUMEROS MACHINE N°344,02,74,84,75
4,LUNDI 5 DÉCEMBRE 2022,15,TIRAGE «REVEIL» N°224,68,43,60,82
5,LUNDI 5 DÉCEMBRE 2022,48,TIRAGE «REVEIL» NUMEROS MACHINE N°224,50,70,47,12
6,LUNDI 5 DÉCEMBRE 2022,05,TIRAGE «MONDAY SPECIAL» N°858,19,72,23,36
7,LUNDI 5 DÉCEMBRE 2022,36,TIRAGE «AKWABA» NUMEROS MACHINE N°205,89,77,35,51
8,LUNDI 5 DÉCEMBRE 2022,19,TIRAGE «AKWABA» N°205,59,73,57,24
9,DIMANCHE 4 DÉCEMBRE 2022,20,TIRAGE «ESPOIR» NUMEROS MACHINE N°241,81,33,54,27
10,DIMANCHE 4 DÉCEMBRE 2022,77,TIRAGE «ESPOIR» N°241,66,86,24,56
11,DIMANCHE 4 DÉCEMBRE 2022,16,TIRAGE «AWALE» NUMEROS MACHINE N°204,25,24,58,45
