,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MERCREDI 19 OCTOBRE 2022,31,TIRAGE «BARAKA» N°198,63,38,77,62
1,MERCREDI 19 OCTOBRE 2022,82,TIRAGE «BARAKA» NUMEROS MACHINE N°198,48,13,45,79
2,MERCREDI 19 OCTOBRE 2022,79,TIRAGE «FORTUNE» N°746,23,35,76,50
3,MERCREDI 19 OCTOBRE 2022,56,TIRAGE «FORTUNE» NUMEROS MACHINE N°746,44,81,70,64
4,MERCREDI 19 OCTOBRE 2022,50,TIRAGE «PREMIERE HEURE» N°216,10,77,87,13
5,MERCREDI 19 OCTOBRE 2022,32,TIRAGE «PREMIERE HEURE» NUMEROS MACHINE N°216,18,60,74,75
6,MARDI 18 OCTOBRE 2022,32,TIRAGE « LUCKY TUESDAY » N°787,75,14,86,43
7,MARDI 18 OCTOBRE 2022,37,TIRAGE «SIKA» NUMEROS MACHINE N°198,53,21,04,12
8,MARDI 18 OCTOBRE 2022,90,TIRAGE «SIKA» N°198,69,23,65,73
9,MARDI 18 OCTOBRE 2022,09,TIRAGE « EMERGENCE » NUMEROS MACHINE N°338,11,65,78,08
10,MARDI 18 OCTOBRE 2022,44,TIRAGE « EMERGENCE » N°338,72,26,83,24
11,MARDI 18 OCTOBRE 2022,10,TIRAGE « LA MATINALE » NUMEROS MACHINE N°217,07,73,24,31
