,play_days,First_number,Type_of_game,lott_no2,lott_no3,lott_no4,lott_no5
0,MARDI 10 MAI 2022,09,TIRAGE « LA MATINALE » N°194,35,08,27,34
1,MARDI 10 MAI 2022,68,TIRAGE « LA MATINALE » NUMEROS MACHINE N°194,23,82,43,70
2,LUNDI 9 MAI 2022,54,TIRAGE «MONDAY SPECIAL» N°829,90,63,17,21
3,LUNDI 9 MAI 2022,13,TIRAGE «AKWABA» NUMEROS MACHINE N°175,58,52,06,02
4,LUNDI 9 MAI 2022,85,TIRAGE «AKWABA» N°175,87,46,78,36
5,LUNDI 9 MAI 2022,43,TIRAGE «ETOILE» NUMEROS MACHINE N°314,17,46,04,35
6,LUNDI 9 MAI 2022,16,TIRAGE «ETOILE» N°314,39,54,08,84
7,LUNDI 9 MAI 2022,60,TIRAGE «REVEIL» NUMEROS MACHINE N°194,49,81,38,48
8,LUNDI 9 MAI 2022,22,TIRAGE «REVEIL» N°194,58,70,72,59
9,DIMANCHE 8 MAI 2022,34,TIRAGE «ESPOIR» NUMEROS MACHINE N°211,13,09,90,66
10,DIMANCHE 8 MAI 2022,32,TIRAGE «ESPOIR» N°211,22,29,84,81
11,DIMANCHE 8 MAI 2022,21,TIRAGE «AWALE» NUMEROS MACHINE N°174,68,77,45,13
